
Count Name                                                                     
    2 src/features/hebergement/components/booking/BookingConfirmation.tsx      
    2 src/features/auth/components/PhoneModal.tsx                              
    2 src/components/ui/table.tsx                                              
    2 src/features/hebergement/components/booking/BookingCalendar.tsx          
    2 src/features/marketplace/components/SellerFollowers.tsx                  
    2 src/features/agri/components/card/AgriCard.tsx                           
    2 src/features/marketplace/components/ProductVideoReviews.tsx              
    2 src/pages/modules/CoCreationPage.tsx                                     
    2 src/pages/modules/CityHabitatPage.tsx                                    
    2 src/features/events/components/EventFooter.tsx                           
    2 src/features/transport/create/CreateMotoForm.tsx                         
    2 src/features/transport/components/LiveTrackingMap.tsx                    
    2 src/features/transport/components/detail/TransportSeats.tsx              
    2 src/features/marketplace/components/RefundSheet.tsx                      
    2 src/features/marketplace/components/RecentlyViewedProducts.tsx           
    2 src/features/transport/components/TransportAIAssistant.tsx               
    2 src/features/events/components/EventMap.tsx                              
    2 src/features/messages/ai/components/ConversationSummary.tsx              
    2 src/features/sante/forms/AmbulanceForm.tsx                               
    2 src/features/sante/forms/MedicalRecordForm.tsx                           
    2 src/features/sante/forms/LaboratoryForm.tsx                              
    2 src/pages/modules/ImmoPage.tsx                                           
    2 src/pages/modules/JobDetailPage.tsx                                      
    2 src/features/sante/components/DoctorShare.tsx                            
    2 src/features/events/components/EventGallery.tsx                          
    2 src/features/sante/components/DoctorStories.tsx                          
    2 src/features/sante/forms/PharmacyForm.tsx                                
    2 src/features/events/components/TicketScanner.tsx                         
    2 src/pages/modules/EvenementDetailPage.tsx                                
    2 src/features/service/components/ServiceInvoice.tsx                       
    2 src/features/service/components/ServiceQuestions.tsx                     
    2 src/components/ui/signin.tsx                                             
    2 src/features/sante/forms/VaccinationForm.tsx                             
    2 src/pages/modules/FavoritesPage.tsx                                      
    2 src/features/sante/utils/geo.ts                                          
    2 src/features/service/components/ServiceAIAssistant.tsx                   
    2 src/features/events/components/EventSponsors.tsx                         
    2 src/features/transport/create/CreateParcelForm.tsx                       
    2 src/features/hebergement/components/search/AccommodationTypeFilter.tsx   
    2 src/features/marketplace/components/DeliveryInsurance.tsx                
    2 src/home/components/SmartSection.tsx                                     
    2 src/integrations/react/components/ModuleDetail.tsx                       
    2 src/features/auth/components/Divider.tsx                                 
    2 src/home/components/ContinueCard.tsx                                     
    2 src/features/voyages/hooks/useVoyageShare.ts                             
    2 src/features/agri/sheets/FilterAgriSheet.tsx                             
    2 src/features/hebergement/components/search/AccommodationFilters.tsx      
    2 src/features/hebergement/components/search/AccommodationSort.tsx         
    2 src/features/annonce/components/AnnonceAIDetector.tsx                    
    2 src/features/annonce/components/AnnonceDelivery.tsx                      
    2 src/features/immo/components/PropertyOwner.tsx                           
    2 src/features/annonce/components/AnnonceGallery.tsx                       
    2 src/features/annonce/components/AnnoncePayment.tsx                       
    2 src/pages/home/_components/FeedFilters.tsx                               
    2 src/features/annonce/components/AnnonceMedia.tsx                         
    2 src/features/immo/components/PropertyDocuments.tsx                       
    2 src/features/annonce/components/AnnonceDescription.tsx                   
    2 src/integrations/react/renderers/BooleanRenderer.tsx                     
    2 src/integrations/react/renderers/NumberRenderer.tsx                      
    2 src/features/immo/components/CreatePropertySheet.tsx                     
    2 src/integrations/react/renderers/TagsRenderer.tsx                        
    2 src/features/voyages/components/gallery/VoyageGalleryGrid.tsx            
    2 src/features/transport/pages/TransportListPage.tsx                       
    2 src/features/hebergement/components/media/Accommodation360Viewer.tsx     
    2 src/features/marketplace/components/ProductListItem.tsx                  
    2 src/features/hebergement/components/media/AccommodationGalleryViewer.tsx 
    2 src/pages/modules/AmenagementPage.tsx                                    
    2 src/features/hebergement/components/detail/AccommodationStickyBar.tsx    
    2 src/features/marketplace/components/ProductRecommendations.tsx           
    2 src/features/transport/create/CreateShuttleForm.tsx                      
    2 src/pages/modules/BudgetVoyagePage.tsx                                   
    2 src/features/hebergement/components/detail/AccommodationMap.tsx          
    2 src/pages/modules/BoostPage.tsx                                          
    2 src/features/marketplace/components/ProductBundle.tsx                    
    2 src/features/hebergement/components/search/AccommodationAmenityFilter.tsx
    2 src/features/voyages/components/cards/VoyageTripCard.tsx                 
    2 src/features/voyages/components/detail/VoyageHero.tsx                    
    2 src/features/voyages/components/detail/VoyageStickyBar.tsx               
    2 src/features/voyages/components/detail/VoyageOperator.tsx                
    2 src/features/hebergement/components/payment/WalletPayment.tsx            
    2 src/features/auth/components/GoogleButton.tsx                            
    2 src/features/marketplace/components/ProductAccessories.tsx               
    2 src/features/voyages/components/booking/VoyagePaymentSheet.tsx           
    2 src/features/hebergement/components/payment/CardPayment.tsx              
    2 src/features/hebergement/components/media/AccommodationVideos.tsx        
    2 src/pages/modules/LaboratoryDetailPage.tsx                               
    2 src/features/community/components/CreatePost/PostTags.tsx                
    2 src/features/restauration/components/detail/RestaurantMap.tsx            
    2 src/features/restauration/components/detail/RestaurantLocation.tsx       
    2 src/pages/modules/ProfilePage.tsx                                        
    2 src/features/restauration/components/payment/CardPayment.tsx             
    2 src/features/restauration/components/detail/RestaurantStories.tsx        
